Title,Parent Organization,Contact Name,Contact Title,Phone Number,Phone Ext.,Website URL,Center Email Address,Country,Postal Code,County,Facebook Page URL,Twitter URL,Blog URL,About Our Center,Organization Type,Languages,Languages (Other),Number of Computers,Windows/Mac OS,Assistive Technology,Assistive Technology (Other),Wi-Fi Available?,Other Technology,Target Audience,Target Audience (Other),Open to Public?,Location
Moxee Library,Yakima Valley Libraries,Moxee Library,,509-575-8854,,http://www.yvl.org,mx@yvl.org ,United States,98936,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,7,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"255 W Seattle Ave
Moxee, Washington
(46.55610620730056, -120.39157451777716)"
Naches Library,Yakima Valley Libraries,Naches Library,,509-653-2005,,http://www.yvl.org,na@yvl.org ,United States,98937,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,5,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"303 Naches Ave
Naches, Washington
(46.73257930565131, -120.70101975011175)"
Richard E Ostrander Summitview Library,Yakima Valley Libraries,Richard E Ostrander Summitview Library,,509-966-7070,,http://www.yvl.org,sv@yvl.org ,United States,98908-3041,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,6,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"5709 Summitview Ave
Yakima, Washington
(46.600066001487946, -120.58477436586276)"
Selah Library,Yakima Valley Libraries,Selah Library,,509-698-7345,,http://www.yvl.org,sl@yvl.org ,United States,98942,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,13,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"106 South Second Street
Yakima, Washington
(46.601168689821044, -120.5040364130835)"
Southeast Yakima Library,Yakima Valley Libraries,Branch Manager,,509-576-0723,,http://www.yvl.org,se@yvl.org,United States,98901-3509,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,12,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1211 S 7th St
Yakima, Washington
(46.58786040469636, -120.49271878168531)"
Sunnyside Library,Yakima Valley Libraries,Branch Manager,,509-576-0723,,http://www.yvl.org,se@yvl.org,United States,98944-2220,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,12,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,,"621 Grant Ave
Sunnyside, Washington
(46.321274375550956, -120.01191424516065)"
Terrace Heights Library,Yakima Valley Libraries,Branch Manager,,509-457-5319,,http://www.yvl.org,th@yvl.org ,United States,98901-1248,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,3,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"4011 Commonwealth Rd
Yakima, Washington
(46.60704294358129, -120.4464486632778)"
Tieton Library,Yakima Valley Libraries,Branch Manager,,509-673-2621,,http://www.yvl.org,ti@yvl.org ,United States,98947,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,1,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"418 Maple St
Tieton, Washington
(46.70233895637819, -120.75533080488363)"
Union Gap Library,Yakima Valley Libraries,Branch Manager,,509-452-4252,,http://www.yvl.org,ug@yvl.org ,United States,98903-1817,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,6,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"3104 1st St
Union Gap, Washington
(46.5571771264184, -120.47661193674891)"
Wapato Library,Yakima Valley Libraries,Branch Manager,,509-877-2882,,http://www.yvl.org,wa@yvl.org ,United States,98951-1324,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,13,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"119 E 3rd St
Wapato, Washington
(46.445974368133705, -120.41882149053771)"
White Swan Library,Yakima Valley Libraries,Branch Manager,,509-874-2060,,http://www.yvl.org,wh@yvl.org ,United States,98952,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,7,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"White Swan Library
White Swan, Washington
(46.38286999965095, -120.73063000027412)"
Yakima Central Library,Yakima Valley Libraries,Branch Manager,,509-452-8541,,http://www.yvl.org,yaklib@yvl.org ,United States,98901,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,15,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"102 North 3rd Street
Yakima, Washington
(46.60431799783254, -120.50384339518774)"
Zillah Library,Yakima Valley Libraries,Branch Manager,,509-829-6707,,http://www.yvl.org,zi@yvl.org ,United States,98953-0448,Yakima,http://www.facebook.com/yakimavalleylibraries,,,"Yakima Valley Libraries supports lifelong learning and an informed citizenry by providing free, open, and full access to a vast array of ideas and information.",Library,"English, Spanish",,6,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"109 7th St
Zilla, Washington
(46.40123663664491, -120.25972207492715)"
Bonney Lake Library,Pierce County Library Sytem,Lauren Murphy,Senior Librarian,253-548-3308,,http://www.piercecountylibrary.org,lmurphy@piercecountylibrary.org ,United States,98390-7185,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,To bring the world of information and imagination to all people of our community.,Library,English,,14,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"18501 90th St E
Bonney Lake, Washington
(47.175846140673, -122.18239198999498)"
Buckley Library,Pierce County Library Sytem,Kathy Norbeck,Branch Supervisor,253-548-3310,,http://www.piercecountylibrary.org,knorbeck@piercecountylibrary.org ,United States,98321,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,English,,8,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"123 S River Ave
Buckley, Washington
(47.16243724921611, -122.02953422467488)"
DuPont Library,Pierce County Library Sytem,Susan McBride,Branch Supervisor,253-548-3326,,http://www.piercecountylibrary.org,smcbride@piercecountylibrary.org ,United States,98237-8771,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,English,,8,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"1450 Wilminton Dr
DuPont, Washington
(47.090468746520735, -122.64220976765323)"
Eatonville Library,Pierce County Library Sytem,Cindy Dargan,Branch Supervisor,253-548-3311,,http://www.piercecountylibrary.org,cdargan@piercecountylibrary.org ,United States,98328-0069,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,English,,8,Windows,Wheelchair accessible,,Offers Wi-Fi,Video conferencing,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"205 Center St
Eatonville, Washington
(46.866497049800564, -122.2646776323759)"
Fife Library,Pierce County Library Sytem,Tami Massenheimer,Branch Supervisor,253-548-3323,,http://www.piercecountylibrary.org,tmassenheimer@piercecountylibrary.org ,United States,98424,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,"English, Spanish",,19,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"6622 20th St. E
Fife, Washington
(47.238969553909556, -122.34114930782732)"
Graham Library,Pierce County Library Sytem,Jane Miller,Senior Librarian,253-548-3325,,http://www.piercecountylibrary.org,jmiller@piercecountylibrary.org ,United States,98338,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,English,,16,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"902 224th St E
Graham, Washington
(47.05575999992425, -122.2947699999354)"
Gig Harbor Library,Pierce County Library Sytem,Kathleen Wolf,Branch Manager,253-548-3305,,http://www.piercecountylibrary.org,kwolf@piercecountylibrary.org ,United States,98335-1700,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,English,,38,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"4424 Point Fosdick Dr NW
Gig Harbor, Washington
(47.29896332648417, -122.57933474728742)"
Key Center Library,Pierce County Library Sytem,Rosina Vertz,Branch Supervisor,253-548-3309,,http://www.piercecountylibrary.org,rvertz@piercecountylibrary.org ,United States,98349-9326,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,English,,8,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"8905 Key Peninsula Hwy N
Lakebay, Washington
(47.33882127882271, -122.74676152948223)"
Lakewood Library,Pierce County Library Sytem,Kim Archer,Branch Manager,253-548-3302,,http://www.piercecountylibrary.org,karcher@piercecountylibrary.org ,United States,98499-1321,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,"English, Spanish",,44,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"6300 Wildaire Rd SW
Lakewood, Washington
(47.1606102304594, -122.52068102480952)"
Milton Edgewood Library,Pierce County Library Sytem,Linda Case,Branch Supervisor,253-548-3325,,http://www.piercecountylibrary.org,lcase@piercecountylibrary.org ,United States,98354,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,"English, Spanish",,19,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"900 Meridian&nbsp;E., Suite 29
Milton, Washington
(47.2489599998043, -122.32106000001886)"
Orting Library,Pierce County Library Sytem,Susan Rigley,Branch Supervisor,253-548-3312,,http://www.piercecountylibrary.org,srigley@piercecountylibrary.org ,United States,98360,Pierce,http://www.facebook.com/PierceCoLibrary,https://twitter.com/#!/piercecolibrary,,We aim to bring the world of information and imagination to all people of our community.,Library,English,,10,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"202 Washington Ave S
Orting, Washington
(47.09678674107721, -122.20252781023106)"
Anacortes Library,,Cynthia Harrison,Library Director,360-293-1910,,http://library.cityofanacortes.org,ginav@cityofanacortes.org ,United States,98221-1988,Skagit,,,,Anacortes Public Library,Library,English,,12,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1220 10th St
Anacortes, Washington
(48.51428913043958, -122.61646775387726)"
Bellingham Public Library,Bellingham Public Library,Branch Manager,,360-778-7323,,http://www.bellinghampubliclibrary.org,library@cob.org ,United States,98227-9710,Whatcom,http://www.facebook.com/bellinghampubliclibrarywa,,,"Bellingham Public Library serves the residents of Bellingham, Washington, circulating 1.6 million items annually to more than 47,000 registered cardholders. It is a department of the City of Bellingham and is funded by city taxes.",Library,English,,32,Windows,Wheelchair accessible,,Offers Wi-Fi,Video productionVideo conferencing,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"210 Central Ave
Bellingham, Washington
(48.75391348514654, -122.47849376814202)"
Fairhaven Library,Bellingham Public Library,Branch Manager,,360-778-7324,,http://www.bellinghampubliclibrary.org,library@cob.org ,United States,98225-6617,Whatcom,http://www.facebook.com/bellinghampubliclibrarywa,,,"Bellingham Public Library serves the residents of Bellingham, Washington, circulating 1.6 million items annually to more than 47,000 registered cardholders. It is a department of the City of Bellingham and is funded by city taxes.",Library,English,,7,Windows,Wheelchair accessible,,Offers Wi-Fi,Video production,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1117 12th St
Bellingham, Washington
(48.72148393277001, -122.5021819103938)"
Barkley Library,Bellingham Public Library,Branch Manager,,360-778-7325,,http://www.bellinghampubliclibrary.org,library@cob.org ,United States,98226,Whatcom,http://www.facebook.com/bellinghampubliclibrarywa,,,"Bellingham Public Library serves the residents of Bellingham, Washington, circulating 1.6 million items annually to more than 47,000 registered cardholders. It is a department of the City of Bellingham and is funded by city taxes.",Library,English,,4,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"3111 Newmarket St. Suite 103
Bellingham, Washington
(48.77193589861372, -122.44358208696462)"
Parkland Spanaway Library,Pierce County Library Sytem,Keith Knutsen,Branch Manager,253-548-3304,,http://www.piercecountylibrary.org,kknutsen@piercecountylibrary.org ,United States,98444-4746,Pierce,http://www.facebook.com/PierceCoLibrary,,,Bringing the world of information and imagination to all people of our community.,Library,"English, Spanish",,41,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"13718 Pacific Ave S
Tacoma, Washington
(47.132193049370755, -122.43473275819628)"
South Hill Library,Pierce County Library Sytem,Rose Jetter,Branch Manager,253-548-3303,,http://www.piercecountylibrary.org,rjetter@piercecountylibrary.org ,United States,98388-5107,Pierce,http://www.facebook.com/PierceCoLibrary,,,Bringing the world of information and imagination to all people of our community.,Library,"English, Spanish",,52,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"15420 Meridian E
South Hill, Washington
"
Summit Library,Pierce County Library Sytem,Lorieanne Callison,Senior Librarian,253-548-3321,,http://www.piercecountylibrary.org,lcallison@piercecountylibrary.org ,United States,98390-1512,Pierce,http://www.facebook.com/PierceCoLibrary,,,Bringing the world of information and imagination to all people of our community.,Library,"English, Spanish",,17,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"5107 112th St E
Tacoma, Washington
(47.15445126959594, -122.36015198230643)"
Steilacoom Library,Pierce County Library Sytem,Patti Cox,Branch Supervisor,253-548-3313,,http://www.piercecountylibrary.org,pcox@piercecountylibrary.org ,United States,98446-5309,Pierce,http://www.facebook.com/PierceCoLibrary,,,Bringing the world of information and imagination to all people of our community.,Library,English,,10,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"2950 Steilacoom Blvd
Steilacoom, Washington
(47.17689834744726, -122.57907394389895)"
Sumner Library,Pierce County Library Sytem,Lisa McNamara,Senior Librarian,253-548-3306,,http://www.piercecountylibrary.org,lmcnamara@piercecountylibrary.org ,United States,98498-2235,Pierce,http://www.facebook.com/PierceCoLibrary,,,Bringing the world of information and imagination to all people of our community.,Library,"English, Spanish",,29,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"1116 Fryar Ave
Sumner, Washington
(47.20442112650427, -122.2438551373375)"
Tillicum Library,Pierce County Library Sytem,Jeanine Adams,Branch Supervisor,253-548-3314,,http://www.piercecountylibrary.org,jadams@piercecountylibrary.org ,United States,98466,Pierce,http://www.facebook.com/PierceCoLibrary,,,Bringing the world of information and imagination to all people of our community.,Library,"English, Spanish",,5,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"14916 Washington Ave Sw
Lakewood, Washington
(47.12382433924385, -122.55335561082774)"
University Place Library,Pierce County Library Sytem,Cindy Bonaro,Branch Manager,253-548-3307,,http://www.piercecountylibrary.org,cbonaro@piercecountylibrary.org ,United States,98375,Pierce,http://www.facebook.com/PierceCoLibrary,,,Bringing the world of information and imagination to all people of our community.,Library,"Chinese, English, Korean, Russian, Spanish",,41,Windows,Wheelchair accessible,,Offers Wi-Fi,Video productionVideo conferencing,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",Early Learning Workstation,All Public,"3609 Market Place W., Suite 100
University Place, Washington
(47.22545274380917, -122.53623024242307)"
Grandview Public Library,,Elizabeth Jahnke,Library Director,509-882-9217,,http://www.grandview.wa.us/library.htm,library@grandview.wa.us ,United States,98930,Yakima,,,,"Grandview Library provides an intellectual environment with access to books, periodicals and electronic media which satisfy the information and entertainment needs of our community while honoring traditions of free speech and inquiry.",Library,English,,24,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"500 W Main St
Grandview, Washington
(46.25597838830305, -119.90746928154893)"
Burbank Library,Walla Walla Rural Library District,Branch Manager,,509-545-6549,,http://www.wwrurallibrary.com/branches/burbank,burbank@wwrurallibrary.com ,United States,99323-9596,Walla Walla,http://www.wwrurallibrary.com/branches/burbank,https://twitter.com/#!/burbanklibrary,,To serve the citizens of rural and unincorporated areas of Walla Walla County with rick opportunities for information and education.,Library,"English, Spanish",,6,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"875 Lake Rd
Burbank, Washington
(46.20957857951191, -118.99232588088233)"
Prescott Library,Walla Walla Rural Library District,Branch Manager,,509-849-2411,,http://www.wwrurallibrary.com/branches/prescott,prescott@wwrurallibrary.com ,United States,99348,Walla Walla,http://www.facebook.com/prescottlibrary,,,To serve the citizens of rural and unincorporated areas of Walla Walla County with rick opportunities for information and education.,Library,English,,3,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"103 S D Street
Prescott, Washington
(46.29941185701864, -118.31475867756711)"
Touchet Library,Walla Walla Rural Library District,Branch Manager,,509-394-2329,,http://www.wwrurallibrary.com/branches/touchet,touchet@wwrurallibrary.com ,United States,99361,Walla Walla,,,,To serve the citizens of rural and unincorporated areas of Walla Walla County with rick opportunities for information and education.,Library,English,,3,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"161 Hanson Rd
Touchet, Washington
(46.043410848158146, -118.67441554352479)"
Vista Hermosa Library,Walla Walla Rural Library District,Branch Manager,,509-749-2099,,http://www.wwrurallibrary.com/branches/vistahermosa,vista@wwrurallibrary.com ,United States,99348,Walla Walla,,,,To serve the citizens of rural and unincorporated areas of Walla Walla County with rick opportunities for information and education.,Library,"English, Spanish",,3,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"76 Sara Lynne Ln
Prescott, Washington
(46.311680711171064, -118.71992913001198)"
Plaza Library,Walla Walla Rural Library District,Branch Manager,,509-525-5161,,http://www.wwrurallibrary.com/branches/plaza,plaza@wwrurallibrary.com ,United States,99362,Walla Walla,,,,To serve the citizens of rural and unincorporated areas of Walla Walla County with rick opportunities for information and education.,Library,"English, Spanish",,6,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1640 Plaza Way
Walla Walla, Washington
(46.0481799969403, -118.34610700951787)"
Camas Public Library,,David Zavortink,Library Director,360-834-4692,,http://www.ci.camas.wa.us/library/,library@ci.camas.wa.us ,United States,98607-2109,Clark,http://www.facebook.com/CamasPublicLibrary,https://twitter.com/#!/camaslibrary,http://camas.typepad.com/library/,"The mission of the Camas Public Library is to enrich lives, encourage self-education, and promote an enlightened citizenry by providing free access to diverse and expansive collections.",Library,English,,26,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"625 NE 4th Ave
Camas, Washington
(45.58690599286513, -122.40212334141387)"
Cathlamet Public Library,,Branch Manager,,360-795-3254,,http://www.townofcathlamet.com/parksrec.shtml,connie@townofcathlamet.com,United States,98612,Wahkiakum,http://www.facebook.com/pages/Cathlamet-Public-Library/203899083002262,,,"We are the only public library in Wahkiakum County -- and stock about 15,000 books and movies in our collection as well as providing free WiFi, 3 public computers + printer in addition to a subscription the Wahkiakum County Eagle and several magazines.",Library,English,,3,Windows,Wheelchair accessible,,Offers Wi-Fi,Video production,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"100 Main St
Cathlamet, Washington
(46.20129867170405, -123.3845954197929)"
Denny Ashby Library,,Lillian Heytvelt,Library Director,509-843-3710,,http://www.pomeroy.lib.wa.us/,dashbylib@pomeroy.lib.wa.us,United States,99347,Garfield,http://www.facebook.com/pages/Denny-Ashby-Library/323301719292,,,"The Denny Ashby Library endeavors to enhance opportunities for life-long learning, enrichment, and enjoyment by providing diverse and inspiring materials for patrons of all ages.",Library,"English, Spanish",,3,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"856 Arlington St
Pomeroy, Washington
(46.47088134358602, -117.5989279764635)"
Ellensburg Public Library,,Joan Neslund,Librarian,509-962-7250,,http://www.ellensburglibrary.org,neslundj@ci.ellensburg.wa.us ,United States,98926-3338,Kittitas,http://www.facebook.com/pages/Ellensburg-Public-Library/184850874878933,,,"The Ellensburg Public Library provides a safe and welcoming place where patrons can develop an appreciation for reading and learning; find information about their community and its opportunities; and investigate or explore a wide range of topics relevant to their work, school and personal lives.",Library,"English, Spanish",,24,Windows,Wheelchair accessible,,Offers Wi-Fi,Video conferencing,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"209 N Ruby St
Ellensburg, Washington
(46.994344968719645, -120.54450174413239)"
Enumclaw Public Library,,Branch Manager,,360-825-2938,,http://www.enumclaw.lib.wa.us/,library@ci.enumclaw.wa.us,United States,98022-3460,King,,,,Serving residents of Enumclaw with publicly accessible opportunities for information and education.,Library,English,,9,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1700 1st St
Enumclaw, Washington
(47.20361772976521, -121.98673323896797)"
Seattle Public Library (Central Branch),Seattle Public Library,Branch Manager,,206-386-4636,,http://www.spl.org/locations/central-library/cen-computers-and-equipment,none@spl.org,United States,98104,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.
In addition to the services listed, the library offers image editing workstations as well as conference rooms that can be rented out and supplied with various presentation capabilities.",Library,"Amharic, Chinese, English, Russian, Spanish, Vietnamese",Language Line Services are available,332,Windows,"Blind/LV, Deaf, Wheelchair accessible",http://www.spl.org/audiences/adaspecial-services/adaptive-equipment,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Small Businesses, Youth: Pre-teen, Youth: Teen",,All Public,"1000 Fourth Ave
Seattle, Washington
(47.60621669779448, -122.33298346380127)"
