Title,Parent Organization,Contact Name,Contact Title,Phone Number,Phone Ext.,Website URL,Center Email Address,Country,Postal Code,County,Facebook Page URL,Twitter URL,Blog URL,About Our Center,Organization Type,Languages,Languages (Other),Number of Computers,Windows/Mac OS,Assistive Technology,Assistive Technology (Other),Wi-Fi Available?,Other Technology,Target Audience,Target Audience (Other),Open to Public?,Location
Capitol Hill Library,Seattle Public Library,Andy Bates,Regional Manager,206-684-4715,,http://www.spl.org/locations/capitol-hill-branch/cap-computers-and-equipment,none@spl.org,United States,98122,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,21,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"425 Harvard Ave. E.
Seattle, Washington
(47.62280019601479, -122.32203871470472)"
Columbia Branch,Seattle Public Library,Wei Cai,Regional Manager,206-386-1908,,http://www.spl.org/locations/columbia-branch/col-computers-and-equipment,none@spl.org,United States,98118,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"English, Vietnamese",Language Line Services are available,27,Windows,"Blind/LV, Wheelchair accessible",,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"21 Rainier Ave. S.
Seattle, Washington
(47.60355999989423, -122.32943999975606)"
Delridge Branch,Seattle Public Library,Jane Appling,Regional Manager,206-733-9125,,http://www.spl.org/locations/delridge-branch/dlr-computers-and-equipment,none@spl.org,United States,98106,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"English, Vietnamese",Language Line Services are available,11,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"5423 Delridge Way S.W.
Seattle, Washington
(47.55330557143376, -122.36308378644748)"
Douglass-Truth Branch,Seattle Public Library,Andy Bates,Regional Manager,206-684-4704,,http://www.spl.org/locations/douglass-truth-branch/dth-computers-and-equipment,none@spl.org,United States,98122,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"English, Spanish",Language Line Services are available,33,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"2300 E. Yesler Way
Seattle, Washington
(47.60168411476684, -122.30178598260488)"
Fremont Branch,Seattle Public Library,Dave Valencia,Regional Manager,206-684-4084,,http://www.spl.org/locations/fremont-branch/fre-computers-and-equipment,none@spl.org,United States,98103,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,13,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"731 N. 35th St.
Seattle, Washington
(47.650402477070116, -122.34944405384147)"
Green Lake Branch,Seattle Public Library,Karen Spiel,Regional Manager,206-684-7547,,http://www.spl.org/locations/green-lake-branch/glk-computers-and-equipment,none@spl.org,United States,98115,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,18,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"7364 E. Green Lake Dr. N.
Seattle, Washington
(47.68158887707011, -122.32735370789788)"
Greenwood Branch,Seattle Public Library,Karen Spiel,Regional Manager,206-684-4086,,http://www.spl.org/locations/greenwood-branch/gwd-computers-and-equipment,none@spl.org,United States,98103,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"Amharic, English, Spanish",Language Line Services are available,36,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"8016 Greenwood Ave. N.
Seattle, Washington
(47.68732655161705, -122.35527765690762)"
High Point Branch,Seattle Public Library,Jane Appling,Regional Manager,206-684-7454,,http://www.spl.org/locations/high-point-branch/hip-computers-and-equipment,none@spl.org,United States,98126,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"English, Somali",Language Line Services are available,17,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"3411 S.W. Raymond St.
Seattle, Washington
(47.5483003591076, -122.37578219917566)"
International District - Chinatown Branch,Seattle Public Library,Wei Cai,Regional Manager,206-386-1300,,http://www.spl.org/locations/international-district--chinatown-branch/idc-comput...,none@spl.org,United States,98104,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"Chinese, English",Language Line Services are available,12,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"713 Eighth Ave. S.
Seattle, Washington
(47.59653634068512, -122.32252730805551)"
Lake City Branch,Seattle Public Library,Francesca Wainwright,Regional Manager,206-684-7518,,http://www.spl.org/locations/lake-city-branch/lcy-computers-and-equipment,none@spl.org,United States,98125,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"Chinese, English, Spanish, Vietnamese",Language Line Services are available,32,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"12501 28th Ave. N.E.
Seattle, Washington
(47.71946832094426, -122.29773903347302)"
Madrona Branch,Seattle Public Library,Andy Bates,Regional Manager,206-684-4705,,http://www.spl.org/locations/madrona-sally-goldmark-branch/mgm-computers-and-equ...,none@spl.org ,United States,98122,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,9,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1134 33rd Ave.
Seattle, Washington
(47.61278174860837, -122.29031962673128)"
Magnolia Branch,Seattle Public Library,Dave Valencia,Regional Manager,206-386-4225,,http://www.spl.org/locations/magnolia-branch/mag-computers-and-equipment,none@spl.org ,United States,98199,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Faith-based,English,Language Line Services are available,17,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"2801 34th Ave. W.
Seattle, Washington
(47.64514834844289, -122.40103516175844)"
Montlake Branch,Seattle Public Library,Wei Cai,Regional Manager,206-386-1300,,http://www.spl.org/locations/montlake-branch/mon-computers-and-equipment,none@spl.org ,United States,98104,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,11,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"713 Eighth Ave. S.
Seattle, Washington
(47.59653634068512, -122.32252730805551)"
NewHolly Branch,Seattle Public Library,Wei Cai,Regional Manager,206-386-1905,,http://www.spl.org/locations/newholly-branch/nhy-computers-and-equipment,none@spl.org ,United States,98118,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"English, Somali",Language Line Services are available,13,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"7058 32nd Ave. S.
Seattle, Washington
(47.53934461315422, -122.29105831617784)"
Northeast Branch,Seattle Public Library,Francesca Wainwright,Regional Manager,206-684-7539,,http://www.spl.org/locations/northeast-branch/net-computers-and-equipment,none@spl.org ,United States,98115,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,35,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"6801 35th Ave. N.E.
Seattle, Washington
(47.677856690648525, -122.29038257927334)"
Northgate Branch,Seattle Public Library,Francesca Wainwright,Regional Manager,206-386-1980,,http://www.spl.org/locations/northgate-branch/nga-computers-and-equipment,none@spl.org ,United States,98125,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,24,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"10548 Fifth Ave. N.E.
Seattle, Washington
(47.705950870702154, -122.3231309525828)"
Queen Anne Branch,Seattle Public Library,Dave Valencia,Regional Manager,206-386-4227,,http://www.spl.org/locations/queen-anne-branch/qna-computers-and-equipment,none@spl.org ,United States,98119,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,17,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"400 W. Garfield St.
Seattle, Washington
(47.633574937384594, -122.3624039746)"
Rainier Beach Branch,Seattle Public Library,Wei Cai,Regional Manager,206-386-1906,,http://www.spl.org/locations/rainier-beach-branch/rbe-computers-and-equipment,none@spl.org ,United States,98118,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,34,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"9125 Rainier Ave. S.
Seattle, Washington
(47.5215275422953, -122.27003092175028)"
South Park Branch,Seattle Public Library,Jane Appling,Regional Manager,206-615-1688,,http://www.spl.org/locations/south-park-branch/spa-computers-and-equipment,none@spl.org ,United States,98108,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"English, Spanish",Language Line Services are available,17,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"8604 Eighth Ave. S.
Seattle, Washington
(47.52621301006798, -122.32289307063257)"
Southwest Branch,Seattle Public Library,Jane Appling,Regional Manager,206-684-7455,,http://www.spl.org/locations/southwest-branch/swt-computers-and-equipment,none@spl.org ,United States,98126,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,"English, Spanish",Language Line Services are available,29,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Immigrants/Refugees, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"9010 35th Ave. S.W.
Seattle, Washington
(47.52264981613589, -122.37662569854844)"
University Branch,Seattle Public Library,Francesca Wainwright,Regional Manager,206-684-4063,,http://www.spl.org/locations/university-branch/uni-computers-and-equipment,none@spl.org ,United States,98105,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,20,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"5009 Roosevelt Way N.E.
Seattle, Washington
(47.66545163944246, -122.31751948153311)"
Wallingford Branch,Seattle Public Library,Karen Spiel,Regional Manager,206-684-4088,,http://www.spl.org/locations/wallingford-branch/wal-computers-and-equipment,none@spl.org ,United States,98103,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,7,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1501 N. 45th St.
Seattle, Washington
(47.66135413141086, -122.33892798241499)"
West Seattle Branch,Seattle Public Library,Jane Appling,Regional Manager,206-684-7444,,http://www.spl.org/locations/west-seattle-branch/wst-computers-and-equipment,none@spl.org ,United States,98116,King,http://www.facebook.com/SeattlePublicLibrary,http://www.twitter.com/SPLBuzz,http://shelftalk.spl.org/,"The Seattle Public Library brings people, information and ideas together to enrich lives and build community. Contact us at http://www.spl.org/about-the-library/contact-the-library/e-mail-form for more information.",Library,English,Language Line Services are available,16,Windows,Wheelchair accessible,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"2306 42nd Ave. S.W.
Seattle, Washington
(47.58286130469355, -122.38507219573836)"
Algona-Pacific Library,King County Library System,Branch Manager,,253-833-3554,,http://www.kcls.org/algonapacific/,,United States,98047-1526,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,28,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"255 Ellingson Dr
Pacific, Washington
(47.27153620083946, -122.23384309210934)"
Auburn Library,King County Library System,Branch Manager,,253-931-3018,,http://www.kcls.org/auburn/,,United States,98002,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,47,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1140 Auburn Way South
Auburn, Washington
(47.29774024852429, -122.21826594574378)"
Bellevue Library,King County Library System,Branch Manager,,425-450-1765,,http://www.kcls.org/bellevue/,,United States,98004-4515,King,http://www.facebook.com/pages/Bellevue-Library/175782049131826,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,97,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"1111 110th Ave NE
Bellevue, Washington
(47.62048893839949, -122.19368747468303)"
Black Diamond Library,King County Library System,Branch Manager,,360-886-1105,,http://www.kcls.org/blackdiamond/,,United States,98010,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,14,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Youth: Pre-teen, Youth: Teen",,All Public,"24707 Roberts Drive
Black Diamond, Washington
(47.31209342811195, -122.01297770611546)"
Bothell Library,King County Library System,Branch Manager,,425-486-7811,,http://www.kcls.org/bothell/,,United States,98011-3336,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,52,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"18215 98th Ave NE
Bothell, Washington
(47.76045042581944, -122.20971339324512)"
Boulevard Park Library,King County Library System,Branch Manager,,206-242-8662,,http://www.kcls.org/boulevardpark/,,United States,98168-2358,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,19,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"12015 Roseberg Ave S
Seattle, Washington
(47.49536626446297, -122.30759560291415)"
Burien Library,King County Library System,Branch Manager,,206-243-3490,,http://www.kcls.org/burien/,,United States,98166,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,73,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Seniors, Youth: Teen",,All Public,"400 SW 152 St
Burien, Washington
(47.46686674935444, -122.33935066376876)"
Carnation Library,King County Library System,Branch Manager,,425-333-4398,,http://www.kcls.org/carnation/,,United States,98014,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,17,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"4804 Tolt Ave
Carnation, Washington
(47.650832063668076, -121.91220867273239)"
Covington Library,King County Library System,Branch Manager,,253-630-8761,,http://www.kcls.org/covington/,,United States,98042-8240,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,44,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"27100 164th Ave SE
Covington, Washington
(47.359217902447256, -122.12295579707859)"
Crossroads Library Connection,King County Library System,Branch Manager,,425-644-6203,,http://www.kcls.org/crossroads/,,United States,98008-3946,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,22,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"15600 NE 8th St, Ste K11
Bellevue, Washington
(47.617036405265765, -122.13233275808146)"
Des Moines Library,King County Library System,Branch Manager,,206-824-6066,,http://www.kcls.org/desmoines/,,United States,98198-6317,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,33,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"21620 11th Ave S
Des Moines, Washington
(47.40788461534518, -122.31981560750486)"
Duvall Library,King County Library System,Branch Manager,,425-788-1173,,http://www.kcls.org/duvall/,,United States,98019-0339,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,13,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"15619 NE Main St
Duvall, Washington
(47.740479999852255, -121.9861400000608)"
Fairwood Library,King County Library System,Branch Manager,,425-226-0522,,http://www.kcls.org/fairwood/,,United States,98058-6928,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,38,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"17009 140th Ave SE
Renton, Washington
(47.44968070537453, -122.15406334607206)"
Fall City Library,King County Library System,Branch Manager,,425-222-5951,,http://www.kcls.org/fallcity/,,United States,98024-0340,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,11,Windows,None,,Offers Wi-Fi,,"Adults, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"33415 SE 42nd Pl
Fall City, Washington
(47.568885840358234, -121.89364666604763)"
Federal Way 320th Library,King County Library System,Branch Manager,,253-839-0257,,http://www.kcls.org/320th/,,United States,98003-5346,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,35,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"848 S 320th St
Federal Way, Washington
(47.315187095892725, -122.3214271757248)"
Federal Way Library,King County Library System,Branch Manager,,253-838-3668,,http://www.kcls.org/federalway/,,United States,98003-6508,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,59,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"34200 1st Way S
Federal Way, Washington
(47.2948264451494, -122.33252480956634)"
Foster Library,King County Library System,Branch Manager,,206-242-1640,,http://www.kcls.org/foster/,,United States,98178-0039,King,http://www.facebook.com/kingcountylibrarysystem,http://twitter.com/KCLS,,"The King County Library System builds valued relationships with our users so they can grow in knowledge and wisdom. We’re here to spark curiosity and growth. KCLS guides patrons to an unparalleled collection of stories, books, computers, CDs, Internet resources, services, and programs. The choices will surprise you.",Library,English,Language Line Services are available,20,Windows,Blind/LV,,Offers Wi-Fi,,"Adults, Disabled, Homeless, Low Income, Seniors, Youth: Pre-teen, Youth: Teen",,All Public,"4060 S144th
Seattle, Washington
(47.60355999989423, -122.32943999975606)"
